 Reading in ../all_reals.csv
 length of input table       183603 x          40
 length of work table       367206 x          22
 Reading in ../df08_plantList.csv
 length of input table          802 x          11
 Coverting inputs to radians
 Will now do search through the input table to find linkable sources
  KBO_ID   N_OBS    RATE   ANGLE   STDEV    NCOR   RRATE  RANGLE    RMAG
   57699       6    3.00  -22.23    0.98       1    2.70    7.02   26.39
   38259     133    3.81 -171.60    0.60       2    2.86    9.37   23.70
   70644     435    2.10 -175.17    0.24       1    2.01    6.01   23.94
   12254       5    2.03  121.02    0.31       1    2.96    8.44   26.81
   70644       8    4.04   42.21    0.86       3    2.01    6.01   23.94
   70644     126    1.26  160.33    0.52       1    2.01    6.01   23.94
   70644     201    1.68 -137.24    0.23       1    2.01    6.01   23.94
   70918      16    9.17  -93.48    0.97       3    1.07    7.25   26.94
   39742      10    8.65  -96.49    0.92       1    2.78    6.81   25.50
   26691     328    2.82 -171.78    0.23       1    2.83    7.92   23.51
   26691       7    4.82  -90.27    0.74       2    2.83    7.92   23.51
   26691      15    3.99  -78.82    0.20       2    2.83    7.92   23.51
   80205       5    9.47  102.22    0.99       3    0.31    8.34   24.73
   84355       7   11.22  -15.54    0.98       1    1.82    6.13   23.40
   44675      64    2.79 -170.58    0.13       1    2.76    7.50   22.37
   44675       4    3.58   61.42    0.65       3    2.76    7.50   22.37
   44675      10    6.46  165.52    0.29       1    2.76    7.50   22.37
   88659       5    7.12   -5.84    0.86       3    2.91    7.69   26.59
   32616       7   12.30 -162.26    0.97       1    3.00    7.76   25.32
   32616       9    1.97  -75.18    0.62       1    3.00    7.76   25.32
   32616      16    4.98 -151.78    1.00       1    3.00    7.76   25.32
   32616      11   10.10 -142.04    0.87       1    3.00    7.76   25.32
   32616       9    2.55 -152.61    0.91       1    3.00    7.76   25.32
   32616       6   10.44  -20.56    0.99       1    3.00    7.76   25.32
   32616       4    5.04  141.16    0.77       1    3.00    7.76   25.32
   32616       5    3.67  -81.02    0.70       1    3.00    7.76   25.32
   32616       5   12.14 -177.75    0.57       1    3.00    7.76   25.32
   32616       6    2.10   79.27    0.55       1    3.00    7.76   25.32
   32616       4    5.96 -146.03    0.61       1    3.00    7.76   25.32
   32616       4    7.33  172.23    0.49       1    3.00    7.76   25.32
   32616       4    2.73  139.43    0.60       1    3.00    7.76   25.32
   32616       5    4.84   32.30    0.67       1    3.00    7.76   25.32
   32616       5    7.19  158.93    0.58       1    3.00    7.76   25.32
    5094       4   11.24    2.05    0.96       2    2.40    8.27   26.05
   27302      30    6.64 -137.45    0.75       3    2.43    7.08   26.07
   25934       6    5.71  175.73    0.77       1    2.67    7.10   25.14
   25934      10    2.08   58.79    0.86       1    2.67    7.10   25.14
   25934       5    2.71   97.73    0.81       1    2.67    7.10   25.14
   69602     136    0.79  168.92    0.95       1    1.28    6.07   23.43
   69602      45    3.32  160.33    0.73       1    1.28    6.07   23.43
   69602      10    1.56  -18.64    0.71       1    1.28    6.07   23.43
   69602      60    0.15 -102.77    0.34       1    1.28    6.07   23.43
   69602      15    7.34  -75.76    0.90       3    1.28    6.07   23.43
   69602       9    2.97  163.49    0.68       1    1.28    6.07   23.43
   69602       5    0.31  128.94    0.41       1    1.28    6.07   23.43
   10501      96   13.39  -75.17    0.74       2    3.02    8.85   25.05
   69602       6    1.54  139.72    0.49       1    1.28    6.07   23.43
   10501       9   12.56   -3.74    0.56       1    3.02    8.85   25.05
   10501      10    3.78  -24.28    0.93       1    3.02    8.85   25.05
   69602       4   10.78  -46.07    0.85       3    1.28    6.07   23.43
   69602       7    6.29  -56.76    0.44       3    1.28    6.07   23.43
   66616     133    8.75  -84.84    0.64       1    1.21    6.42   23.70
   51289     963    2.81 -167.69    0.74       1    2.79    7.43   23.99
    2201     265    1.98 -173.92    0.34       1    2.66    7.13   22.86
   51289     191    3.65   -0.76    0.80       3    2.79    7.43   23.99
   51289     273    6.42  -24.90    0.99       3    2.79    7.43   23.99
    2201      62    4.10  -36.92    0.18       1    2.66    7.13   22.86
   51289      95    5.28   61.63    0.85       2    2.79    7.43   23.99
   51289     122    6.34  -25.87    0.28       3    2.79    7.43   23.99
    2201      78    2.66 -176.73    0.08       1    2.66    7.13   22.86
   51289      82    7.61   28.80    0.82       2    2.79    7.43   23.99
   51289      58    8.39   29.57    0.45       2    2.79    7.43   23.99
   51289      31    2.30 -136.04    0.18       1    2.79    7.43   23.99
   51289      91    5.62   32.21    0.45       2    2.79    7.43   23.99
   51289      16    3.44  174.17    0.26       1    2.79    7.43   23.99
   51289      22    5.19   30.66    0.72       2    2.79    7.43   23.99
   51289      13    0.96 -162.16    0.24       1    2.79    7.43   23.99
   95106      39   34.83  168.88    0.55       3    2.61    8.92   25.65
   51289      74    9.38   19.15    0.59       2    2.79    7.43   23.99
   51289       7    3.17  -80.01    0.57       1    2.79    7.43   23.99
   51289       9    2.57  -74.55    0.57       1    2.79    7.43   23.99
   51289       8    2.37 -177.80    0.91       1    2.79    7.43   23.99
   51289       6    3.02  133.13    1.00       1    2.79    7.43   23.99
   51289      11    0.71  164.63    0.90       1    2.79    7.43   23.99
    2201      14   14.00  175.93    0.40       1    2.66    7.13   22.86
   60619     101    0.59   39.41    0.54       1    1.93    5.34   22.48
   60619       5    0.38  151.45    0.50       1    1.93    5.34   22.48
   60619      89    2.12 -166.59    0.97       1    1.93    5.34   22.48
   60619      12    3.24 -176.57    0.28       1    1.93    5.34   22.48
   60619      21    1.71  178.43    0.43       1    1.93    5.34   22.48
   60619      27    1.49  -63.18    0.65       1    1.93    5.34   22.48
   60619       6    4.13   64.38    0.46       1    1.93    5.34   22.48
   60619       4    7.13  -33.77    0.67       3    1.93    5.34   22.48
   60619      16    2.19 -102.08    0.91       1    1.93    5.34   22.48
   93284     145    0.96 -155.53    0.95       1    3.02   10.86   22.52
   93284      84    3.12 -179.62    0.15       1    3.02   10.86   22.52
   93284     185   10.58   31.01    0.70       3    3.02   10.86   22.52
   55367      70    6.03  -51.41    0.81       2    2.85    5.75   26.78
   55367       6    4.25 -179.37    0.78       1    2.85    5.75   26.78
   57937      44    8.31   10.24    0.38       1    2.87    8.10   23.40
   93284      41    8.16   96.36    0.14       2    3.02   10.86   22.52
   93284      61   12.62  -72.34    0.41       3    3.02   10.86   22.52
   93284      17    4.32 -170.70    0.18       1    3.02   10.86   22.52
   53251       5    8.76 -157.46    0.74       1    2.53    7.49   26.83
   53251       4    2.05 -101.91    0.83       1    2.53    7.49   26.83
   44689      88    4.80  -71.08    0.92       3    2.90   11.62   23.00
   27669      17    3.65   86.32    0.61       3    2.86    7.55   26.17
   27669      43    1.11  149.68    0.94       1    2.86    7.55   26.17
   44689      13    2.57   -2.87    0.91       2    2.90   11.62   23.00
   85137      13    2.17  111.91    0.86       2    1.55    8.89   26.97
   27669      26    4.82   93.75    0.74       2    2.86    7.55   26.17
   27669      24    5.78   92.49    0.82       3    2.86    7.55   26.17
   27669       7   11.67  164.97    0.42       1    2.86    7.55   26.17
   27669      19    1.17   65.86    0.61       1    2.86    7.55   26.17
   27669      43    0.92  136.12    0.94       1    2.86    7.55   26.17
   27669      13    9.49  106.06    0.95       1    2.86    7.55   26.17
   27669      12    8.17  117.44    0.95       1    2.86    7.55   26.17
   27669       7    9.12  118.32    0.78       1    2.86    7.55   26.17
   27669       6   13.09  118.31    0.82       1    2.86    7.55   26.17
   27669      30    6.09  146.23    0.67       1    2.86    7.55   26.17
   27669      48    9.11  114.64    0.72       1    2.86    7.55   26.17
   27669     104    4.14 -102.44    1.00       1    2.86    7.55   26.17
   27669      77    1.53  -52.18    0.82       1    2.86    7.55   26.17
   27669      20    1.40  -48.91    0.82       1    2.86    7.55   26.17
   27669      11    3.31 -118.29    0.82       1    2.86    7.55   26.17
   27669      25    4.87 -113.16    0.97       1    2.86    7.55   26.17
   27669       7    1.42 -161.01    0.97       1    2.86    7.55   26.17
   27669       5    3.00  159.34    0.85       1    2.86    7.55   26.17
   27669       7    1.43  -46.83    0.80       1    2.86    7.55   26.17
   27669       4    1.32 -165.93    0.76       1    2.86    7.55   26.17
   27669       6    1.03 -125.16    0.89       1    2.86    7.55   26.17
   27669       7    3.68  178.42    0.94       1    2.86    7.55   26.17
   27669      18    0.58   81.12    0.83       1    2.86    7.55   26.17
   27669       6    2.28   74.92    0.85       1    2.86    7.55   26.17
   10538      14   11.93   51.17    0.91       2    2.76    8.43   26.80
   27387      63    2.31 -162.23    0.48       1    2.74    7.85   22.76
   48412     364    2.82 -122.05    0.91       1    2.70    9.59   23.76
   27387       4   13.03   52.24    0.57       2    2.74    7.85   22.76
   27387      20    3.97  -28.08    0.96       1    2.74    7.85   22.76
   27387       4   11.14 -162.63    0.13       1    2.74    7.85   22.76
   27387       4   17.16  154.01    0.62       1    2.74    7.85   22.76
   27387      28   12.56  -31.69    0.61       3    2.74    7.85   22.76
   27387      13    4.68  175.14    0.97       1    2.74    7.85   22.76
   27387      11    3.40 -113.05    0.76       1    2.74    7.85   22.76
   27387       4    7.26 -137.35    0.75       1    2.74    7.85   22.76
   27387       9    1.40  -99.57    0.80       1    2.74    7.85   22.76
   27387       5    6.94  162.85    0.93       1    2.74    7.85   22.76
   27387       4    9.46  168.06    0.72       1    2.74    7.85   22.76
   48412     529    2.06  166.93    0.76       1    2.70    9.59   23.76
   48412      90    9.17  -52.55    0.81       3    2.70    9.59   23.76
   10259     196    0.53  -13.84    0.38       1    2.61    6.27   23.91
   48412     304    4.11 -131.28    0.63       1    2.70    9.59   23.76
   48412      18    5.06 -124.24    0.95       1    2.70    9.59   23.76
   48412      51    8.69  -52.97    0.64       3    2.70    9.59   23.76
   10259      42    1.10   12.22    0.46       1    2.61    6.27   23.91
   48412       9    4.84 -119.44    0.88       1    2.70    9.59   23.76
   48412      62    2.65 -156.44    0.48       1    2.70    9.59   23.76
   48412       4    7.36 -116.29    0.90       1    2.70    9.59   23.76
   48412       8    3.13   84.25    0.81       1    2.70    9.59   23.76
   48412       9    5.99 -157.29    0.45       1    2.70    9.59   23.76
   10259      42    8.19   14.61    0.93       1    2.61    6.27   23.91
   54605     162    3.60 -172.35    0.14       1    3.11    8.04   23.03
   48412       7    1.44  -96.79    0.94       1    2.70    9.59   23.76
   48412       5    3.95   67.83    0.64       1    2.70    9.59   23.76
   10259     114    1.57 -164.82    0.18       1    2.61    6.27   23.91
   48412       5    5.50    3.18    0.86       1    2.70    9.59   23.76
   48412       5    7.34  -53.25    0.99       3    2.70    9.59   23.76
   48412       7    2.92  -56.56    0.98       1    2.70    9.59   23.76
   48412      26   11.65   27.90    0.88       3    2.70    9.59   23.76
   48412       5    7.52  -66.98    0.42       1    2.70    9.59   23.76
   48412       4   12.10   17.68    0.71       2    2.70    9.59   23.76
   48412       8    3.18 -173.61    0.49       1    2.70    9.59   23.76
   48412      17    9.22   31.62    0.30       3    2.70    9.59   23.76
   48412       4    3.88   55.98    0.44       1    2.70    9.59   23.76
   48412       5    5.41   75.75    0.42       1    2.70    9.59   23.76
   48412       6   10.12   51.52    0.80       1    2.70    9.59   23.76
   83499      23    5.69  -24.20    0.43       1    0.10    8.74   22.78
   48412       8   11.95   13.95    0.27       2    2.70    9.59   23.76
   65957     106    5.78  -44.98    0.92       1    2.10    7.81   23.70
    7816      46   11.46  -86.50    0.81       2    3.09   10.62   24.57
   57277      23   14.67 -178.36    0.87       3    2.47    3.83   23.99
    7816      18   11.79  -84.99    0.95       2    3.09   10.62   24.57
    7816      13    6.18 -101.38    0.97       1    3.09   10.62   24.57
    7816      40    4.65 -134.35    0.99       1    3.09   10.62   24.57
    7816       7   10.07   65.39    0.87       1    3.09   10.62   24.57
    7816      23    4.11  151.60    0.96       1    3.09   10.62   24.57
   65957      47   16.16  -35.49    0.75       1    2.10    7.81   23.70
    7816       6    9.09  -53.24    0.73       1    3.09   10.62   24.57
    7816      17    2.64  170.42    0.98       1    3.09   10.62   24.57
    7816       5   13.18  -83.41    0.92       3    3.09   10.62   24.57
    7816       4    2.29  -86.14    0.98       1    3.09   10.62   24.57
    7816       6    7.13 -123.41    0.79       1    3.09   10.62   24.57
    7816       7    3.86 -118.57    0.73       1    3.09   10.62   24.57
    7816      11    7.07  -89.21    0.62       1    3.09   10.62   24.57
    7816       9   16.95  -50.30    0.66       1    3.09   10.62   24.57
    7816       4   10.77  176.85    0.63       1    3.09   10.62   24.57
    7816       9    2.26 -152.04    0.84       1    3.09   10.62   24.57
    7816      11    4.77 -124.22    0.88       1    3.09   10.62   24.57
    7816      15    2.21 -130.96    0.93       1    3.09   10.62   24.57
    7816       8    4.02  153.97    0.56       1    3.09   10.62   24.57
    7816       7   11.26  127.64    0.88       1    3.09   10.62   24.57
    7816       5    8.93  118.05    0.51       1    3.09   10.62   24.57
    7816       4    2.93  138.37    0.74       1    3.09   10.62   24.57
    7816       4    3.42  100.91    0.99       1    3.09   10.62   24.57
    7816       5    4.85   20.86    0.46       1    3.09   10.62   24.57
   65957      77   10.68  -10.24    0.96       3    2.10    7.81   23.70
   65957      57    8.46  -12.44    0.91       3    2.10    7.81   23.70
   65957      24    8.44 -174.07    0.92       1    2.10    7.81   23.70
   65957      34   10.21  -16.13    0.82       3    2.10    7.81   23.70
   65957      42    4.66 -166.33    0.94       1    2.10    7.81   23.70
   65957       6    8.12  171.73    0.92       1    2.10    7.81   23.70
   65957      11    7.66  -19.63    0.62       3    2.10    7.81   23.70
   65957       7   11.51  170.31    0.77       1    2.10    7.81   23.70
   65957      13   10.89 -164.44    0.81       1    2.10    7.81   23.70
   65957      10    7.87  175.47    0.76       1    2.10    7.81   23.70
   65957      20    2.63 -142.04    0.80       1    2.10    7.81   23.70
   65957      43    4.22   12.59    0.72       1    2.10    7.81   23.70
   65957      31   13.67  -11.42    0.82       3    2.10    7.81   23.70
   65957     119    2.59 -167.75    0.66       1    2.10    7.81   23.70
   65957       4    5.91 -150.12    0.69       1    2.10    7.81   23.70
   65957      97   16.59  -18.05    0.90       4    2.10    7.81   23.70
   65957      10    7.46  154.60    0.72       1    2.10    7.81   23.70
   65957       9    0.75 -118.46    0.22       1    2.10    7.81   23.70
   65957      23   10.38  -17.13    0.89       3    2.10    7.81   23.70
   65957      20    9.15  -14.42    0.60       3    2.10    7.81   23.70
   65957      12    6.94 -160.33    0.99       1    2.10    7.81   23.70
   65957       6    2.61 -162.29    1.00       1    2.10    7.81   23.70
   65957       7   11.96 -157.90    0.83       1    2.10    7.81   23.70
   65957      14    2.98  177.56    0.85       1    2.10    7.81   23.70
   65957      10    4.12  165.17    0.37       1    2.10    7.81   23.70
   65957      20    9.21  -13.24    0.28       3    2.10    7.81   23.70
   65957      13    1.98 -170.72    0.28       1    2.10    7.81   23.70
   65957      14    8.61  -10.74    0.48       3    2.10    7.81   23.70
   65957      33   19.78  -12.63    0.62       3    2.10    7.81   23.70
   65957      10    1.74 -168.38    0.14       1    2.10    7.81   23.70
   65957       4    5.35  114.38    0.99       1    2.10    7.81   23.70
   65957       4    5.81  -55.13    0.84       1    2.10    7.81   23.70
   65957       8    4.09   71.34    0.44       1    2.10    7.81   23.70
   65957       9    8.22   15.20    0.73       1    2.10    7.81   23.70
   65957       9   13.40  138.35    0.65       1    2.10    7.81   23.70
   57151      12    2.24 -179.60    0.98       1    2.77    4.66   26.28
   57151       9    3.35 -160.62    0.50       1    2.77    4.66   26.28
   57151       8    7.28 -145.68    0.98       2    2.77    4.66   26.28
   57151      11    6.57 -124.35    0.72       1    2.77    4.66   26.28
   57151       5    8.64 -135.50    0.86       3    2.77    4.66   26.28
   57151       5    4.24 -162.46    0.85       2    2.77    4.66   26.28
   57151       5    9.28 -145.27    0.39       3    2.77    4.66   26.28
   38392       4   15.50  169.98    0.66       2    2.50    7.24   25.92
   42736       9    4.59    0.58    0.22       2    2.91    7.70   23.52
   57151       7    1.21  158.77    0.58       1    2.77    4.66   26.28
   36063       9   11.59  -15.69    0.38       3    2.70    7.66   22.81
   57151       6   13.08  -32.83    0.88       1    2.77    4.66   26.28
   64256      13    1.81   49.92    0.74       1    3.18   13.36   26.98
   45267      75   19.95  -46.73    0.77       3    2.62    5.59   22.04
   31454       5    0.71  -87.50    0.17       1    2.44    8.48   26.34
   31454       6    2.73   -9.49    0.81       1    2.44    8.48   26.34
   38259     262    2.83 -165.67    0.63       1    2.86    9.37   23.70
   38259      32    2.86 -176.62    0.33       1    2.86    9.37   23.70
   38259      22    4.22 -166.63    0.42       1    2.86    9.37   23.70
   38259       5    5.01  179.22    0.67       1    2.86    9.37   23.70
   38259       5    4.55 -169.44    0.09       1    2.86    9.37   23.70
   38259       4    6.02   57.90    0.54       1    2.86    9.37   23.70
   91584       5   16.00 -177.61    0.79       2    3.11    4.43   25.99
   66195       5    5.42 -166.50    0.42       1    3.03    6.25   25.77
   89910     620    3.11 -173.74    0.30       1    2.86    7.24   23.99
   89910       5    5.92  169.55    0.32       1    2.86    7.24   23.99
   51931      33    6.33    9.91    0.47       1    2.96    7.87   22.78
   10501     147    7.24  -90.87    0.58       2    3.02    8.85   25.05
   66616      75    1.75 -170.34    0.11       1    1.21    6.42   23.70
   66616     186    7.84  -20.40    0.89       3    1.21    6.42   23.70
   23995      25    8.51  -44.83    0.90       2    2.92   11.56   24.80
   10501     115    3.84  109.23    0.25       3    3.02    8.85   25.05
   66616     115    2.78  -13.12    0.38       3    1.21    6.42   23.70
   66616      95    6.04   10.73    0.83       3    1.21    6.42   23.70
   10501      12    0.55  -36.49    0.95       1    3.02    8.85   25.05
   66616      76   18.29   19.89    0.60       1    1.21    6.42   23.70
   66616     144    1.49 -170.06    0.08       1    1.21    6.42   23.70
   10501      10    3.00   10.55    0.91       1    3.02    8.85   25.05
   10501       4    4.42 -164.42    0.54       1    3.02    8.85   25.05
   66616     154   12.39  128.34    0.99       2    1.21    6.42   23.70
   10501      12    2.28   43.79    0.99       1    3.02    8.85   25.05
   10501       4    1.32   44.74    0.81       1    3.02    8.85   25.05
   66616      75    1.53 -172.91    0.10       1    1.21    6.42   23.70
   66616      72   10.56  139.75    0.59       3    1.21    6.42   23.70
   66616      10    9.70  -58.82    0.89       2    1.21    6.42   23.70
   23995      11   15.97  -90.44    0.95       2    2.92   11.56   24.80
   85434       4    2.97   89.94    0.55       2    0.20    8.73   26.77
   85434      30   12.54   87.29    0.87       1    0.20    8.73   26.77
    2201      27    8.32  170.05    0.54       3    2.66    7.13   22.86
    2201      75   10.86  156.45    0.52       3    2.66    7.13   22.86
    2201     133   12.35   33.07    0.36       2    2.66    7.13   22.86
    2201     103   14.44  -99.74    0.81       2    2.66    7.13   22.86
    2201       7    4.21  156.28    0.48       3    2.66    7.13   22.86
    2201     109    2.80 -172.21    0.10       1    2.66    7.13   22.86
    2201      36    8.69  160.94    0.29       3    2.66    7.13   22.86
    2201      90    2.63 -172.52    0.09       1    2.66    7.13   22.86
   80524      47   14.51 -159.97    0.28       2    3.18    2.16   23.08
   34858     577    3.31 -172.27    0.14       1    3.07    7.31   22.49
   34858      22    4.80 -167.03    0.09       1    3.07    7.31   22.49
   79044     184    0.65 -154.48    0.11       1    0.84    7.15   23.02
   79044      75    0.88 -171.08    0.12       1    0.84    7.15   23.02
   79044      60    7.27   43.03    0.23       3    0.84    7.15   23.02
   34858       6    9.35  -73.81    0.41       2    3.07    7.31   22.49
   34858       6    8.50 -174.40    0.29       1    3.07    7.31   22.49
   79044      95    1.49 -154.75    0.11       1    0.84    7.15   23.02
   79044     250    0.91 -171.77    0.10       1    0.84    7.15   23.02
   79044     140    0.97 -160.06    0.08       1    0.84    7.15   23.02
   79044      82    1.88  167.01    0.11       1    0.84    7.15   23.02
   18585     306    3.21 -172.08    0.36       1    2.80    7.39   24.82
   18585      55    2.36 -174.07    0.54       1    2.80    7.39   24.82
   18585       5    4.01 -146.88    0.70       3    2.80    7.39   24.82
   18585      26    5.31 -165.41    1.00       1    2.80    7.39   24.82
   82460      30    1.63   30.67    0.50       3    0.11    7.66   25.26
   55367       5    3.98   60.73    0.62       3    2.85    5.75   26.78
   55367       8    3.73   47.54    0.71       3    2.85    5.75   26.78
   55367       5    3.65   47.56    0.63       2    2.85    5.75   26.78
   55367     149    2.61 -176.49    0.66       2    2.85    5.75   26.78
   93284      73    3.18 -169.22    0.11       1    3.02   10.86   22.52
   93284      74    4.10   38.99    0.29       3    3.02   10.86   22.52
   88423    1197    3.22 -172.98    0.16       1    3.01    7.73   22.22
   88423      45    7.63   -2.56    0.46       1    3.01    7.73   22.22
   42602       4    8.44 -142.63    0.71       2    3.11    3.31   25.73
   10259     628    2.70 -172.55    0.15       1    2.61    6.27   23.91
   10259     260    5.63   25.32    0.88       2    2.61    6.27   23.91
   10259      72    5.50   26.22    0.17       2    2.61    6.27   23.91
   54605      85   12.28  -51.46    0.52       3    3.11    8.04   23.03
   10259      51    8.99  -19.05    0.98       4    2.61    6.27   23.91
   10259      51   15.87 -164.38    0.33       1    2.61    6.27   23.91
   65957      62   11.83  -11.81    0.81       3    2.10    7.81   23.70
   65957     138   13.31  -19.12    0.82       4    2.10    7.81   23.70
   49629      33    8.14  -10.52    0.55       3    2.74    7.85   24.26
   16996      81   12.17  -20.15    0.39       3    2.79    8.04   22.72
   49629     199    3.56 -174.59    0.79       1    2.74    7.85   24.26
   65957      27   31.24  -12.09    0.90       3    2.10    7.81   23.70
   41212     185    3.00 -172.50    0.25       1    2.77    7.78   23.36
   41212     123    3.05 -172.41    0.35       1    2.77    7.78   23.36
   41212      86    3.10 -166.96    1.00       1    2.77    7.78   23.36
   64256       6    3.81  174.10    0.85       1    3.18   13.36   26.98
   64256      47    7.47  131.11    0.32       3    3.18   13.36   26.98
   41212      29    8.79 -152.75    0.56       3    2.77    7.78   23.36
   41212      75    2.27  174.84    0.07       1    2.77    7.78   23.36
   41212      79    9.00 -159.67    0.28       3    2.77    7.78   23.36
   41212      41   10.21 -151.28    0.19       2    2.77    7.78   23.36
   41212     297    2.83 -171.55    0.10       1    2.77    7.78   23.36
   64256       5    7.60  169.83    0.98       1    3.18   13.36   26.98
   35978     697    3.26 -172.68    0.23       1    2.93    7.07   22.50
   22295      11   22.15 -110.91    0.98       1    2.94    7.61   25.39
   26182      40    5.17  -45.99    0.90       3    2.44    7.78   23.81
   44675      12    8.69 -111.51    0.77       1    2.76    7.50   22.37
   13474     880    2.87 -173.83    0.14       1    2.68    6.74   23.15
   13474       5    4.49  134.84    0.76       1    2.68    6.74   23.15
   13474       6    7.49 -173.80    0.89       1    2.68    6.74   23.15
   51931     115    0.24  -78.00    0.49       3    2.96    7.87   22.78
   51931      45    4.52  -35.86    0.33       2    2.96    7.87   22.78
   51931     167    3.17 -171.54    0.07       1    2.96    7.87   22.78
   69782     161    1.45 -169.63    0.64       1    1.51    8.57   23.88
   51931     600    3.13 -171.41    0.10       3    2.96    7.87   22.78
   69782      97    7.23   61.62    0.80       3    1.51    8.57   23.88
   69782     835    1.70 -171.99    0.15       1    1.51    8.57   23.88
   69782      37    1.27   75.48    0.56       1    1.51    8.57   23.88
   69782      77    4.68   54.41    0.59       1    1.51    8.57   23.88
   69782       9    7.45   21.86    0.88       2    1.51    8.57   23.88
   69782      15    2.78  158.86    0.38       1    1.51    8.57   23.88
   69782       5    2.01   14.00    0.30       1    1.51    8.57   23.88
   69782       6    2.36   86.60    0.63       1    1.51    8.57   23.88
   12311       5    1.10   25.09    0.56       1    2.95    8.77   26.18
   69782       5    4.55   13.68    0.40       1    1.51    8.57   23.88
   69782       7    5.76   47.90    0.74       2    1.51    8.57   23.88
   11566     170    1.97 -179.35    0.09       1    2.91    7.11   22.26
   23995      42    3.31  123.48    0.71       2    2.92   11.56   24.80
   23995      12    3.72  149.18    0.84       3    2.92   11.56   24.80
   85434       5    4.62  103.53    0.24       2    0.20    8.73   26.77
   85434      72    1.37   91.30    0.88       1    0.20    8.73   26.77
   85434      16    9.23  108.19    0.79       1    0.20    8.73   26.77
   85434      52    2.09 -105.82    0.96       1    0.20    8.73   26.77
   85434      95   15.42  -62.03    0.67       3    0.20    8.73   26.77
   85434       8    0.47 -174.71    0.47       1    0.20    8.73   26.77
   85434      15    5.36  140.19    0.79       1    0.20    8.73   26.77
   85434       7    0.34  -62.20    0.36       1    0.20    8.73   26.77
   80524     319    3.34 -172.25    0.10       1    3.18    2.16   23.08
   80524     177    6.68    1.98    0.84       3    3.18    2.16   23.08
   48879     339    3.01 -171.99    0.11       1    3.00    7.19   22.10
   48879     101    3.32 -170.84    0.12       1    3.00    7.19   22.10
   80524     139    3.19 -179.21    0.13       1    3.18    2.16   23.08
   48879      73    3.51  177.85    0.06       1    3.00    7.19   22.10
    2201      13   16.00  -48.73    0.95       2    2.66    7.13   22.86
   79044     171    1.80 -168.34    0.12       1    0.84    7.15   23.02
   82460      37    2.72  -43.73    0.93       1    0.11    7.66   25.26
   18585       8    3.71  175.61    0.27       1    2.80    7.39   24.82
   57937     109    2.40 -175.06    0.51       1    2.87    8.10   23.40
   18585      44    6.58  -35.85    0.66       2    2.80    7.39   24.82
   57937     136    3.05 -172.64    0.08       1    2.87    8.10   23.40
   18585       6    2.85  -92.64    1.00       1    2.80    7.39   24.82
   82460      39   14.98  102.57    0.54       3    0.11    7.66   25.26
   18585      11   11.63  142.35    0.75       1    2.80    7.39   24.82
   57937      77    2.56 -165.01    0.91       1    2.87    8.10   23.40
   18585       6    2.22 -149.10    0.87       1    2.80    7.39   24.82
   18585      25   10.85  150.38    0.23       2    2.80    7.39   24.82
   18585      34    6.52  152.77    0.26       2    2.80    7.39   24.82
   57937      55    5.79  145.11    0.35       1    2.87    8.10   23.40
   82460       9    0.50  105.39    0.90       2    0.11    7.66   25.26
   57937      56    2.70 -170.10    0.07       1    2.87    8.10   23.40
   57937     145    3.30 -171.89    0.10       1    2.87    8.10   23.40
   57937      12    5.78  -35.56    0.52       2    2.87    8.10   23.40
   18585       6    8.56  -48.90    0.36       3    2.80    7.39   24.82
   22017     436    0.91  133.75    0.94       2    3.03    8.81   25.61
   22017     185   10.95  -64.63    0.98       4    3.03    8.81   25.61
   22017      53    1.14 -111.40    0.67       2    3.03    8.81   25.61
   22017      10    4.08  -73.87    0.69       1    3.03    8.81   25.61
   22017      12    0.73 -104.48    0.68       3    3.03    8.81   25.61
   22017      13    1.74  133.95    0.39       3    3.03    8.81   25.61
   22017      15    0.19  158.17    0.32       1    3.03    8.81   25.61
   22017       6    4.60   29.87    0.53       1    3.03    8.81   25.61
   22017       5    2.95  175.03    0.61       1    3.03    8.81   25.61
   22017       5    5.44    6.97    0.47       1    3.03    8.81   25.61
   22017     343    1.15 -177.23    0.89       2    3.03    8.81   25.61
   22017       4    3.19 -173.68    0.88       1    3.03    8.81   25.61
   65568      28    1.78 -167.11    0.80       1    1.20    7.92   25.13
   65568      29   10.73   60.02    0.73       3    1.20    7.92   25.13
   65568      84    9.78 -110.70    0.41       3    1.20    7.92   25.13
   65568      15    5.51  118.32    0.87       1    1.20    7.92   25.13
   65568      35   13.05 -102.02    0.45       3    1.20    7.92   25.13
   54209     302    2.51 -174.49    0.11       1    2.81    6.75   23.58
   65568       4    0.84   97.53    0.96       1    1.20    7.92   25.13
   65568       6    0.47   98.43    0.80       1    1.20    7.92   25.13
   65568      13    2.13  155.04    0.85       1    1.20    7.92   25.13
   65568       4    3.81 -122.43    0.72       1    1.20    7.92   25.13
   65568       7    0.38  100.14    0.49       1    1.20    7.92   25.13
   54209     821    3.17 -173.20    0.43       1    2.81    6.75   23.58
   54209      26    6.20 -176.54    0.37       1    2.81    6.75   23.58
   54209       4   10.19 -143.78    0.41       2    2.81    6.75   23.58
   54209      86    2.21 -175.06    0.28       1    2.81    6.75   23.58
   54209      37    7.65 -175.96    0.38       1    2.81    6.75   23.58
   54209       4    4.02  -11.72    0.62       1    2.81    6.75   23.58
