 Reading in ../all_reals.csv
 length of input table       183603 x          40
 length of work table       367206 x          22
 Reading in ../df08_plantList.csv
 length of input table          802 x          11
 Coverting inputs to radians
 Will now do search through the input table to find linkable sources
  KBO_ID   N_OBS    RATE   ANGLE   STDEV    NCOR   RRATE  RANGLE    RMAG
   21321     420    3.45 -175.20    0.10       1    3.06    6.76   22.33
   20889     140    6.96 -130.97    0.41       1    3.06   10.17   23.52
   79876      11    3.31   82.09    0.71       1    1.50    9.23   26.12
   79876      20   10.93  -30.24    0.86       2    1.50    9.23   26.12
   79876       6    1.70 -154.13    0.27       1    1.50    9.23   26.12
   83240      17    1.54   91.95    0.49       1    0.71    6.02   25.49
   79876       7    0.16  120.51    0.69       1    1.50    9.23   26.12
   83240      20    7.21   80.80    0.85       1    0.71    6.02   25.49
   20889     814    3.35 -170.50    0.16       1    3.06   10.17   23.52
   20889     133    1.83  -13.41    0.83       2    3.06   10.17   23.52
   20889      26    6.43 -161.25    0.07       1    3.06   10.17   23.52
   21439      83    3.65  169.69    0.95       1    2.97    7.83   25.10
   21439      33    3.37 -175.61    0.67       1    2.97    7.83   25.10
   21439      22    4.38 -178.18    0.54       1    2.97    7.83   25.10
   21439      21    3.45 -160.15    0.56       1    2.97    7.83   25.10
   21439       9    4.13 -152.56    0.96       1    2.97    7.83   25.10
   21439       5   10.93  135.20    0.70       1    2.97    7.83   25.10
   21439       5    2.49 -102.48    0.88       1    2.97    7.83   25.10
   21439       5    4.68 -124.35    0.30       1    2.97    7.83   25.10
   21439       6   10.42 -170.89    0.68       1    2.97    7.83   25.10
   43563    1224    3.23 -170.84    0.10       1    3.01   10.62   23.55
   43563       8    8.86  -94.14    0.41       2    3.01   10.62   23.55
   15768      12    4.23  -85.94    0.85       3    3.02   10.57   25.01
   15768       7    7.19  -62.76    0.97       3    3.02   10.57   25.01
   15768       6    5.36  -82.23    0.72       3    3.02   10.57   25.01
   15768       4    5.76  -61.72    0.30       2    3.02   10.57   25.01
   15768       4    7.65  -16.63    0.50       2    3.02   10.57   25.01
    8863     327    1.40 -134.62    0.80       1    3.01    7.72   22.87
    8863     187    3.65  -29.34    0.65       2    3.01    7.72   22.87
   44847     241    3.13 -170.28    0.09       1    3.02    6.28   23.37
    8863      44   63.17   -1.04    0.55       2    3.01    7.72   22.87
    8863      25    2.61 -166.56    0.11       1    3.01    7.72   22.87
    8863      93    2.15  -45.05    0.59       2    3.01    7.72   22.87
    8863      80    3.13 -161.49    0.08       1    3.01    7.72   22.87
   44847     134    3.10 -175.82    0.08       1    3.02    6.28   23.37
   11576      56    2.70 -176.33    0.08       1    2.75   13.23   22.05
   11576     113    3.19 -166.34    0.45       1    2.75   13.23   22.05
   11576     707    2.90 -169.87    0.09       1    2.75   13.23   22.05
   98767      44    6.98   73.80    0.34       3    2.86    7.84   26.49
   98767      40   39.81 -140.40    0.92       3    2.86    7.84   26.49
    8916       8   12.50  102.36    0.97       1    2.84    7.28   26.12
    8916       8    2.87  -90.64    0.85       1    2.84    7.28   26.12
    8916       8    7.36  -43.47    0.57       1    2.84    7.28   26.12
   80519       5    3.36 -162.93    0.77       2    0.20    8.73   26.60
    8916      10    9.97 -163.46    0.71       2    2.84    7.28   26.12
    8916       6   10.01  178.16    0.95       2    2.84    7.28   26.12
   23161       8    1.79   51.84    0.64       3    2.79    7.42   23.07
   91061     191    4.27  -89.55    0.37       3    2.60    7.61   26.05
   91061     201    4.67  -88.96    0.43       3    2.60    7.61   26.05
   91061     131    4.52  -82.50    0.30       3    2.60    7.61   26.05
   91061      16    3.07 -169.18    0.79       1    2.60    7.61   26.05
   91061     125   16.70  122.03    0.88       3    2.60    7.61   26.05
   68539     125    9.66  141.75    0.38       1    2.11   10.23   22.21
   91061     130   11.91  144.40    0.46       3    2.60    7.61   26.05
   91061      29    1.78 -151.16    0.39       1    2.60    7.61   26.05
   91061      45   10.46  140.67    0.59       3    2.60    7.61   26.05
   68539     483    2.33 -169.43    0.08       1    2.11   10.23   22.21
   68539     213    2.25  176.64    0.06       1    2.11   10.23   22.21
   59566     112   16.09   35.82    0.89       2    2.84    7.28   25.60
   92332     194    3.05 -172.04    0.09       1    2.93    7.66   22.68
   98607       7   15.70  -97.71    0.84       2    2.71    7.30   24.04
   91084     751    3.15 -173.83    0.10       1    2.93    6.75   22.15
    7178       9   11.27 -146.12    0.14       2    3.09    6.42   22.66
   45822     347    3.07 -159.28    0.81       3    2.80    7.39   23.69
   28902     117    3.02 -164.08    0.09       1    2.90    7.73   23.99
   45822       4    4.72  -78.06    0.70       3    2.80    7.39   23.69
   45822     160    2.51 -167.26    0.63       3    2.80    7.39   23.69
   28902       5    4.55 -177.71    0.39       1    2.90    7.73   23.99
   28902       5    8.81 -179.57    0.33       1    2.90    7.73   23.99
   24925     737    2.37 -172.46    0.50       1    2.49    9.37   23.87
   24925     173    0.86   31.26    0.36       1    2.49    9.37   23.87
   24925     101    1.81  178.93    0.09       1    2.49    9.37   23.87
   24925     117   17.93 -117.90    0.90       3    2.49    9.37   23.87
   24925     342    2.38 -173.40    0.11       1    2.49    9.37   23.87
   24925       7    3.11  147.90    0.73       1    2.49    9.37   23.87
   21321     395    2.57 -155.99    0.55       1    3.06    6.76   22.33
   21321     259    4.28   45.10    0.95       4    3.06    6.76   22.33
    2739     361    3.15 -172.05    0.11       3    2.87    7.81   22.41
    9608      69    2.59    0.64    0.46       1    2.79    8.96   24.60
    9608      18    9.83  -66.68    0.95       2    2.79    8.96   24.60
   93411      27   12.85   90.47    0.74       3    2.57    7.70   22.15
    9608      94    1.19 -175.91    0.29       1    2.79    8.96   24.60
    9608       7    6.94  -33.34    0.14       1    2.79    8.96   24.60
   56781       6    7.68  -53.92    0.42       1    2.95    7.30   26.08
   56781       5    2.75 -120.82    0.98       1    2.95    7.30   26.08
   83240       8    8.30  -91.31    0.86       3    0.71    6.02   25.49
   83240      10    2.23  -92.39    0.84       1    0.71    6.02   25.49
   83240      13    1.94  -91.40    0.66       1    0.71    6.02   25.49
   83240      11    2.17 -152.57    0.89       1    0.71    6.02   25.49
   83240       6    2.95 -106.22    0.91       1    0.71    6.02   25.49
   83240      10    5.32 -114.69    0.79       3    0.71    6.02   25.49
   20889      19    0.97  107.98    0.66       3    3.06   10.17   23.52
   83240      14    2.54   25.66    0.48       1    0.71    6.02   25.49
   20889       6    8.20   42.66    0.70       3    3.06   10.17   23.52
   56781       4    1.18  163.77    0.66       1    2.95    7.30   26.08
   21439      10    3.69 -146.59    0.91       1    2.97    7.83   25.10
   21439       6    7.68  152.30    0.76       1    2.97    7.83   25.10
   21439       4    3.90  128.78    0.57       1    2.97    7.83   25.10
    3846       6   13.28   78.45    0.66       2    2.85    6.94   22.62
   21439       4    2.87  -76.94    0.79       1    2.97    7.83   25.10
   24807      60    3.12 -163.88    0.40       1    2.32   10.03   24.22
   24807       8    7.15 -168.40    0.99       1    2.32   10.03   24.22
   24807      10    2.08 -149.12    0.53       1    2.32   10.03   24.22
   24807       5    6.55  -41.23    0.75       1    2.32   10.03   24.22
   24807       4    8.22  143.34    0.85       1    2.32   10.03   24.22
     309      12    4.93  -99.77    0.84       1    2.64    7.17   26.29
     309       8    9.38 -142.50    0.84       1    2.64    7.17   26.29
     309       4   12.21   62.25    0.74       1    2.64    7.17   26.29
     309      12    5.46 -178.60    0.81       1    2.64    7.17   26.29
     309       5    8.15 -148.10    0.93       1    2.64    7.17   26.29
     309       8    1.69  114.54    0.79       1    2.64    7.17   26.29
     309       6    1.10  -22.21    0.98       1    2.64    7.17   26.29
     309       9    1.43   51.36    0.75       1    2.64    7.17   26.29
     309       5    1.10   10.00    0.71       1    2.64    7.17   26.29
    8863      17    3.15 -171.64    0.12       1    3.01    7.72   22.87
   44847     613    3.29 -173.02    0.11       1    3.02    6.28   23.37
    8863      41    7.88  174.88    0.12       3    3.01    7.72   22.87
   12646      13    4.45   56.38    0.37       3    2.86    8.14   22.44
    8916       7   14.33 -171.45    0.77       3    2.84    7.28   26.12
   80519       4    6.41 -149.68    1.00       1    0.20    8.73   26.60
   80519      19    3.28  130.04    0.89       1    0.20    8.73   26.60
   80519      17    1.02  162.42    0.96       1    0.20    8.73   26.60
   80519      12    1.66 -163.81    0.83       1    0.20    8.73   26.60
    8916       8    8.20  171.63    0.63       3    2.84    7.28   26.12
   80519      14    3.22 -138.04    0.98       1    0.20    8.73   26.60
   80519       6    3.09 -162.27    0.55       1    0.20    8.73   26.60
   80519       8    1.48  -73.16    0.47       1    0.20    8.73   26.60
   80519      28    0.03 -100.73    0.14       1    0.20    8.73   26.60
   80519       4    6.14 -140.15    0.93       1    0.20    8.73   26.60
   80519       5    3.86  -73.34    0.99       1    0.20    8.73   26.60
   80519      14    2.91   69.46    0.34       1    0.20    8.73   26.60
   80519       4    5.60  -98.24    0.88       1    0.20    8.73   26.60
    8916       7   23.01 -145.17    0.47       2    2.84    7.28   26.12
   91061      22    3.48 -128.93    0.47       1    2.60    7.61   26.05
   91061      48    8.50  -80.34    0.16       3    2.60    7.61   26.05
   91061      97    8.19  -81.54    0.33       3    2.60    7.61   26.05
   91061       4    3.62 -169.46    0.66       1    2.60    7.61   26.05
   91061       4    9.01  166.21    0.64       1    2.60    7.61   26.05
   91061       4    6.39  175.29    0.26       1    2.60    7.61   26.05
   92673     489    3.05 -172.21    0.11       1    2.87    7.80   22.50
   92673       8    3.82  162.16    0.68       1    2.87    7.80   22.50
   78354     217    0.66 -166.31    0.39       1    0.23    7.66   23.64
   86737      22    8.65  179.73    0.85       3    0.17   10.16   26.94
   78354      18   11.19 -176.75    0.45       2    0.23    7.66   23.64
   78354      14   13.46 -144.99    0.74       3    0.23    7.66   23.64
   78354      10    9.82  176.94    0.90       3    0.23    7.66   23.64
   78354       7    5.51  137.77    0.96       1    0.23    7.66   23.64
   78354       9    4.18  125.97    0.97       1    0.23    7.66   23.64
   78354      12    8.63  155.73    0.97       1    0.23    7.66   23.64
   78354      16    2.41  171.62    0.98       1    0.23    7.66   23.64
   78354       8    6.11  129.05    0.73       1    0.23    7.66   23.64
   78354       7    1.80  -73.40    0.90       1    0.23    7.66   23.64
   78354       5    6.94  118.96    0.52       1    0.23    7.66   23.64
   78354       7    3.79   39.98    0.43       1    0.23    7.66   23.64
   78354       4    5.78  -30.85    0.36       1    0.23    7.66   23.64
   78354       5    5.20    3.96    0.35       1    0.23    7.66   23.64
   78354       7   10.77  172.22    0.39       2    0.23    7.66   23.64
   78354       5    2.44   33.60    0.76       1    0.23    7.66   23.64
   78354       5    1.07  -22.15    0.87       1    0.23    7.66   23.64
   42995     306    2.97 -172.88    0.15       1    2.79    7.73   23.74
   93411    1274    2.78 -173.19    0.10       1    2.57    7.70   22.15
    9608      50    0.87  -86.12    0.21       1    2.79    8.96   24.60
    9608      29    3.15 -167.57    0.21       1    2.79    8.96   24.60
   93411      11    0.85  168.51    0.04       1    2.57    7.70   22.15
    9608       6    6.90  101.84    0.53       2    2.79    8.96   24.60
   83642      17    3.35    3.67    0.85       1    1.19    5.78   26.48
   83642      10    5.46 -162.68    0.98       1    1.19    5.78   26.48
   83642      20    7.23 -162.76    0.50       1    1.19    5.78   26.48
   83642       5   13.27 -134.96    0.36       2    1.19    5.78   26.48
   83642       4   12.82  134.77    0.69       1    1.19    5.78   26.48
   83642      12   13.28 -121.44    0.46       2    1.19    5.78   26.48
   83642       4    7.86 -139.71    0.80       3    1.19    5.78   26.48
   83642       6    1.79  -67.79    0.64       1    1.19    5.78   26.48
   83642       5    4.01  117.10    0.53       1    1.19    5.78   26.48
   83642       6    0.71   40.03    0.72       1    1.19    5.78   26.48
   83642       4    6.80   91.95    0.25       2    1.19    5.78   26.48
   56781       4    2.80  153.30    0.77       1    2.95    7.30   26.08
   66958       8    3.61   -2.22    0.87       1    2.02    5.97   24.90
   66958      13    0.72    1.68    0.74       1    2.02    5.97   24.90
   66958       5    2.27   37.87    0.87       1    2.02    5.97   24.90
   57393       6   12.15 -154.85    0.58       1    2.91    9.19   26.27
   57393       7   14.65 -160.14    0.97       1    2.91    9.19   26.27
   46717       4    5.20   31.33    0.86       2    3.18    1.62   25.16
   57393       4   13.29  -84.13    0.68       1    2.91    9.19   26.27
   57393      10   14.93 -135.44    0.98       1    2.91    9.19   26.27
   95370       7    6.25 -151.50    0.93       1    3.05    6.78   26.74
   95370      21    1.54 -138.92    0.93       1    3.05    6.78   26.74
   95370      11    1.32 -106.51    0.89       1    3.05    6.78   26.74
   95370       5    5.87  -66.26    0.65       3    3.05    6.78   26.74
   95370      20    2.95  -98.63    1.00       1    3.05    6.78   26.74
   95370      11    4.61  -86.70    0.91       2    3.05    6.78   26.74
   95370      18    4.03 -122.27    0.89       1    3.05    6.78   26.74
